,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
COSMIC_910906,3.429512143,2.978314334,10.03030464,4.251720552,3.474871817,3.205111912,3.638285831,3.624627805,6.344675244,6.378462746,3.461708195,6.674818352,4.170394269,5.286520038,4.114915787,3.218553319,8.656440488,4.28123564,3.64982009,5.897731899,6.372249033,3.836411206,3.093804176,2.732751547,2.891024503,8.093279115,4.184721933,5.211931827,3.391053446,10.27511711,3.453660956,3.066950842,3.828759732,3.543658082,3.824108219,3.252468543,4.571655611,3.661228642,5.441918224,9.191435733,3.890056739,3.256034313,8.356383284,3.570041748,7.666215176,3.83745103,6.510298046,9.830843778,7.582149171,8.215046871,5.92512258,4.623805003,7.666550662,4.540907535,3.091422025,3.192568338,11.61363833,2.971899668,3.306945641,3.277821478,3.039710757,3.022643048,4.634007408,6.124450748,7.766365261,3.036436593,3.140544268,7.156830068,5.501391193,3.533587093,7.098706787,9.540665159,12.02841465,4.795378566,2.993806384,10.44024263,3.15635971,3.186902655,4.132930843,7.730178674,6.829278564,6.099750867,4.051700043,3.53708789,5.077848283,8.332961785,4.021097691,6.293145167,4.182603777,3.38388059,2.88590293,4.501471292,9.491398642,4.135246129,3.340862267,6.570016871,2.880193855,6.91952766,8.118329836,9.756587188
COSMIC_910907,6.955078408,2.739761938,10.36481398,4.088963569,3.552946896,3.140631036,7.506654589,8.619566185,5.560287932,5.767040718,3.304431919,7.104857835,3.794631966,4.852909577,5.034825957,3.021099176,8.065768628,3.589747023,3.49292054,8.143688534,6.540243,7.596924189,7.60142335,3.073756043,2.816762565,6.949019507,4.969394742,4.358362866,3.502438661,9.387524225,3.70877464,3.371655707,4.950285733,3.440812584,3.745727568,3.320390802,6.177545391,8.253637545,6.092590324,8.14636153,3.621597079,3.235601598,9.164019612,3.423183906,8.201245831,5.051903915,5.894433948,3.065573217,7.438776192,9.272768018,5.039471687,4.173513505,7.630179173,3.590925224,3.088677997,3.321425589,11.38408983,3.170801086,3.085132056,2.992215633,3.096310214,3.684491445,6.716118652,6.476076289,8.084738299,3.252374273,3.304999964,8.134258285,4.644623097,4.944542433,5.893426322,7.933645423,12.18864011,5.246295905,4.97871425,9.697944813,3.242168891,3.054689612,4.260378734,7.443828118,3.886647372,6.029603265,3.400971066,3.628874649,6.533708042,3.633013077,3.896262312,5.894999282,3.814357984,3.339452214,2.885714864,4.926092579,8.422855839,5.092483108,3.387666338,7.792473335,2.862853803,7.346763677,5.865806099,8.723938978
COSMIC_910910,7.086304074,2.952919955,11.53680347,4.520248005,3.324127288,3.188894886,3.241746577,7.563625087,4.76781319,5.085422158,3.827045134,6.325522767,3.837344421,5.333513076,4.958357529,2.7656881,7.973249009,3.573436069,3.621763888,7.462898745,6.418023944,9.198414883,3.93652272,2.761468281,2.920762795,6.21445978,5.741564642,4.646290858,5.646760316,8.787761383,4.811058278,3.122535744,8.265523547,4.238630456,3.419839446,3.162349037,4.280232722,5.863773411,5.575721239,8.186709391,3.144749325,4.308211929,8.682381826,3.501804605,8.242691897,4.732404631,6.711127792,3.287753365,8.831799257,8.40261951,5.435932772,4.170090188,5.9460306,3.6049525,3.059322612,3.115688856,10.77756296,4.550228678,3.270145207,3.036983531,3.016982357,3.722015951,5.549209938,4.811597103,7.053475844,3.284375533,2.945720176,6.84187388,4.620221394,4.14800241,6.445266889,6.017401061,11.87992527,6.559483395,3.012252247,9.323289986,3.041557419,3.694622845,4.757011916,7.472198999,3.782753829,5.926743156,3.769622143,4.421781033,3.691257215,3.429059031,3.948238567,5.084206599,3.789916141,3.516412369,3.059321342,5.470642345,9.66765326,3.474940263,2.990011916,8.099410218,3.454594749,7.761244363,6.652183429,9.714764726
COSMIC_910911,8.85501876,2.994648405,10.12461456,3.972927738,3.418284514,3.45533512,6.190195388,7.710227718,5.487136742,5.753865463,3.580170946,7.393886591,3.683235183,3.217910677,4.766073094,3.318529568,8.5797727,3.916579319,3.628276877,7.062711032,5.524864763,7.853537234,5.693515577,2.86834042,2.822136279,6.911109504,4.380392449,4.594468767,2.929005908,8.353155612,5.55361356,4.139218667,3.297773626,3.440339584,3.977023905,3.361490882,6.146591969,10.19992571,5.705435226,7.834225325,3.192681,3.446417365,8.735328373,3.1326012,6.687415392,3.337198286,5.593342618,2.810219785,7.156075345,8.996484037,5.053228269,5.405801446,8.176479284,4.552099427,2.828614203,3.045210084,10.2997047,2.956782578,3.281861689,2.704227005,2.970009116,3.037272398,6.027072965,5.881255855,7.593939963,3.159706251,2.946052529,6.745453419,4.949236504,3.815385039,6.296802768,8.938297314,12.00673872,4.12345461,4.208674713,9.251311079,2.972884954,2.738869574,3.894721852,7.392353246,3.757142824,5.431919291,3.556663528,4.35563035,7.420634261,3.543050947,3.540125806,5.659998074,3.515848818,3.379048883,2.997132392,4.23336246,8.202752356,6.039269086,2.732877839,7.928415179,2.633017212,7.185837543,7.327401711,8.952406439
COSMIC_910915,8.243924687,2.77449863,10.24044966,4.16696139,4.334830001,3.309982821,3.82789168,7.89922889,6.720933994,4.953485443,4.013073206,7.030129087,4.240643463,5.559580302,3.913487209,2.922684768,9.059182203,3.672940348,3.880165651,7.176671433,6.419094109,8.850201741,7.249109117,2.968538503,2.681546224,5.94603724,4.870441145,4.690398562,3.157440816,10.00830436,3.077502218,2.830493933,7.040058418,3.977901099,3.824330804,3.158091896,6.703132434,9.178734729,5.242632963,8.013271465,3.280076527,2.92486559,8.891163539,3.17842551,6.649662296,4.549583575,6.683336473,2.963868619,7.587005777,9.293315471,5.547845984,3.754814634,7.197911878,3.964197777,2.910401285,2.910356421,11.10777637,3.876319819,3.04172902,2.933878729,2.923660878,4.41732001,7.232387933,6.838581151,7.417896305,3.097789242,3.073747091,7.096396182,4.813455722,4.535358229,6.728567721,9.779329537,12.06280412,6.318588197,4.042222639,9.695935802,3.122370771,3.235470998,3.799615863,7.348904569,6.067123792,5.45814152,3.572885975,3.127952367,4.625172935,3.167951072,3.965413191,6.31716503,3.391551838,3.180305488,2.859371041,4.76272244,8.657930754,3.443339971,3.086877692,7.824836655,2.862049101,6.405887007,8.07473572,8.378373074
COSMIC_910916,7.036653251,3.114398229,10.11603721,4.331802187,3.502424478,3.273235508,7.065412144,6.714775873,7.363202004,4.991695671,3.748682216,7.464550565,3.797309302,3.771693772,4.61649361,3.122263661,7.894488824,3.962506319,3.346092084,7.79161852,7.156268813,6.332103689,4.277890736,3.103655629,2.915110375,5.517921568,4.217391501,5.086550506,2.909793815,9.602959497,5.459376711,3.384058682,3.160494196,3.440551968,3.829939756,3.488234429,7.524216292,3.530397959,5.887022696,7.70019125,3.451316877,3.2505606,8.803270755,3.306367611,6.920462549,3.131988002,6.35834584,4.575582108,6.96210271,8.149769509,4.432205213,4.702074443,7.261659634,4.197436193,2.942514812,3.052380856,10.83921007,3.121789741,3.245209026,2.685911762,3.007842748,3.003818034,6.175647729,6.333863039,7.463457549,3.238144782,3.297806678,7.600149976,4.741966457,4.770799317,6.172025984,8.580843772,12.00938131,3.633414438,3.868055258,8.742020017,3.04428801,2.823001237,3.874341656,7.231708633,3.662237814,5.666524711,3.630374806,3.620541514,7.461021547,2.985528577,3.855381518,5.52189925,3.582139434,3.442723166,3.140865047,4.835464527,8.150453889,6.359948432,2.901314346,6.822061129,2.961269606,6.806707726,7.000495002,9.415405334
COSMIC_910919,3.208456008,2.978416142,9.744634265,5.385629579,3.104494447,3.445287682,5.496840714,8.929945823,5.779256337,5.294116869,3.077813962,6.768344258,4.075941505,5.918779373,3.984462652,3.801953025,8.511915824,4.422986833,4.209633996,7.171870882,7.068785708,4.328339085,3.317924705,2.896465942,2.893406654,5.808833356,4.094692578,4.737807276,3.185239274,9.925613009,3.453433332,2.983630593,4.089636358,3.321329676,3.744439216,3.479651095,8.024402825,9.580519725,5.688762435,9.03039544,3.404347473,3.48708931,8.700180616,3.088730089,7.594693853,3.383145213,6.762318222,9.933357726,8.799561858,8.43163323,6.355926975,3.917346731,7.812965779,4.189754668,3.074033106,3.00506392,11.28525334,2.972813164,3.47826603,2.947065267,2.879906928,3.062491413,5.657667173,8.43848124,7.729713152,3.064904144,3.090352211,6.975150564,5.819727875,3.094700235,6.126967824,5.980160902,11.59256826,4.468993231,3.060218573,10.09111988,3.118383425,2.903457999,4.849648824,8.453152351,3.380912382,6.38611654,3.815846484,3.065412251,4.393883718,4.747970262,3.859840373,5.991101561,3.821417155,3.195200482,2.881873512,6.655209508,7.114044774,3.589434502,3.004246234,8.122645574,2.817944704,7.133557389,7.414371768,9.516253844
COSMIC_910920,6.482788847,2.570403503,10.14249317,3.588115761,2.943251584,3.218271259,8.820475679,7.319653886,5.391087087,4.02938964,3.739919822,7.027239308,3.85987654,5.692132677,5.473714087,2.819727724,8.219439325,3.876633507,3.243347368,8.006072734,7.360067599,8.781983758,3.332850414,2.761582471,2.79851463,5.303832914,4.831937405,5.636785106,3.181538803,9.352459546,4.662395246,3.155884259,4.639944716,3.585510688,3.863785171,3.172630174,6.765738883,10.51929967,4.476305845,7.399922718,3.342117163,3.16866492,9.131265157,3.502295902,7.489668736,5.283595989,6.513833545,3.071081439,8.323692851,7.778130191,4.632692296,4.007433939,8.933082771,3.710132125,2.999701533,3.120128278,11.4532245,4.102221445,3.137815562,3.14448321,3.067114502,3.569966351,6.191060129,6.340241638,7.194909175,3.241628614,3.510991827,7.567451167,5.075837248,3.251711568,5.768476935,9.038445505,10.72688106,4.495973468,2.893261767,9.648528454,2.975014927,4.102946034,3.66072748,6.404149858,4.845540167,5.992387818,3.452332583,3.455841829,7.194756696,3.174369461,3.836955504,6.242781697,3.629130858,3.274298932,2.826409146,5.619283834,9.786483792,3.676396544,3.080662589,7.127137482,2.855984231,6.972926583,6.367570837,8.232247679
COSMIC_910921,6.585934381,2.774112875,10.48713109,4.189094002,3.602619009,3.203391049,3.091003807,8.604742664,5.478622055,4.652473369,3.391692435,8.539424697,3.912027205,3.471691686,3.481493099,3.105298191,8.533372654,4.74601835,3.325300401,6.661076883,7.559829944,7.352418583,2.987365602,2.945384729,2.857407178,7.854541953,3.836885739,4.844931865,3.052602015,10.28653236,4.617804285,2.923700105,3.220317735,3.832492176,3.968500413,3.251259762,5.71515721,4.058165777,6.541131004,7.491649312,3.342473764,4.388041695,8.881291219,3.591322217,7.545389761,4.122759146,6.604188426,3.475762965,7.209941512,8.34773283,5.115222942,3.874280119,8.443468617,4.195725872,2.954423945,2.959500715,11.16385856,4.160539739,3.138865834,2.732346553,3.032017791,2.96418011,8.170457852,6.484974397,7.374236773,2.975093953,3.135493487,8.49585535,4.780594179,2.885495883,5.673505881,8.760868702,11.94486691,4.896326348,3.466046918,10.18107056,2.965983645,2.792001657,3.931727479,7.095001317,3.32430416,5.876120838,3.554813658,4.601147524,7.691374704,5.90955849,3.966921097,5.17454228,3.374091485,3.328747493,2.762038357,5.609073615,8.668486717,5.132453276,5.248761597,7.469090527,2.895397066,6.563951645,6.161297594,7.920009061
COSMIC_910922,6.902557815,2.768075116,10.00608113,4.72090932,4.453483682,3.116334628,4.733278325,8.655140017,6.230361983,4.956716503,3.128698512,4.190430998,4.697778033,4.243135699,3.867283915,3.102714811,8.352686196,3.78778287,3.354929536,6.85449572,7.281343554,8.308112756,4.842265293,2.998556718,2.943012816,5.280737162,5.006722517,4.903626864,3.03424288,9.453198805,3.617191401,3.094269395,3.976129395,4.360658145,3.768415038,3.353031579,6.862155985,9.73310963,5.999101909,7.298333927,3.42550684,3.230749343,8.177638017,3.195928357,7.856033729,3.696430362,7.169466121,2.931910427,8.262248857,8.178481154,4.644769034,4.910089608,8.136107771,3.97436142,2.858901548,3.07678535,11.50345914,2.996494874,3.154653376,2.726953144,2.91138986,2.796443787,7.444654483,5.947159288,7.766548533,3.085623511,3.144128675,8.133101094,4.711816264,3.24897218,5.596560351,7.736606905,12.04423855,5.547525536,3.036664895,9.761741577,2.957545126,2.947600117,4.031562884,6.749556193,5.498738498,6.32775951,3.431231516,4.729562277,3.291290623,3.350059142,3.990389078,5.123746245,3.453423436,3.20705091,2.79789091,5.472031758,6.65873505,3.649128301,2.928919165,6.907741849,4.012948828,7.476130581,7.436304702,7.032607687
COSMIC_910924,6.191612196,2.910536317,10.64953459,5.630121548,3.175609237,3.419582585,3.476136085,9.279949788,6.489583565,4.571719051,4.685567507,7.149006666,3.92618037,6.401136467,3.916632744,3.198462702,7.495923204,3.874659958,3.849622882,8.006004355,6.96092755,7.887987542,4.196393156,2.875484692,2.725926312,6.471431149,4.543344281,5.874063538,3.259919578,9.43964361,4.362258978,2.995832131,8.171700354,3.789671534,3.747075992,2.960124223,5.769137495,3.353645269,5.950264767,7.900127292,3.424885856,3.025077368,9.069152944,4.169947076,7.634728717,4.472937418,6.890624912,3.062141865,8.742303037,7.509533809,5.313305215,5.049308645,5.068878462,4.096767182,2.890181607,3.088853063,11.19183699,3.454603786,3.252876751,2.717541289,2.999065208,3.05708229,6.116563926,7.038294441,7.147059524,3.119894591,3.253449835,7.512579133,4.585338289,3.954892791,6.209556442,7.974376955,11.88380364,3.973021385,3.068475236,9.793541036,3.193253786,2.907950566,4.254296958,6.498562648,6.655996833,6.438366825,4.026995773,4.124344897,3.678319995,3.039401136,3.873479887,5.636103325,3.621462757,3.272034534,2.859408283,6.157319872,5.604868632,3.242324114,3.114939061,7.313218438,2.788670033,7.539030964,7.439819398,7.785105578
COSMIC_910926,7.813436102,2.879330406,10.27271867,4.050385353,3.701491381,3.036505119,5.133805963,8.200329279,5.808630964,4.880754679,3.478922182,6.287187709,3.983367079,4.620980956,4.954449992,2.928328372,8.256953026,3.602513383,3.52865605,6.793031891,7.197311041,8.37379875,6.745770161,3.189503295,3.001303149,5.325991696,4.293140621,4.739335528,3.401790552,9.433334697,5.425767722,3.607931812,3.794131744,3.96418947,3.677596601,3.046482377,5.324301064,8.494824424,5.915899738,6.916224117,3.340828461,4.546959105,8.91237151,3.18080293,7.892997679,4.81188085,6.392811722,3.020777382,8.370820198,10.11637697,5.045161468,4.472293495,8.438748876,3.663813636,2.741612398,2.889657937,11.09923963,3.026270707,3.104078132,2.777214433,2.955212071,2.813717039,7.806374287,6.172815149,8.001127874,3.076094622,3.019908899,8.165967309,4.844117937,3.961553948,6.857474903,7.670730369,12.11796887,5.106680879,6.017528892,9.712248663,3.0122521,2.826422723,4.398367709,7.700999049,3.511891545,6.809402892,3.3755305,4.171674461,4.29613922,2.917841633,4.045462298,5.008361371,3.41941115,3.409409452,2.893122648,6.261509099,8.949448226,3.907294061,2.785518881,7.692667529,2.975384538,7.783547008,7.018392834,8.39755232
COSMIC_910927,8.712337521,2.643507755,9.88073282,3.95622995,3.236620078,3.241246107,2.93103362,8.19124619,5.426840954,5.120746878,3.946064195,5.601234803,3.832190456,4.548564281,4.440084045,2.896732891,7.938611135,3.81161442,3.597864119,7.419672045,5.655690642,10.01132853,3.924394037,2.699161764,2.90283074,5.39387034,4.145479896,4.645799504,2.846259788,8.868635999,3.054858461,3.082341322,3.032265752,4.007928516,3.784884258,3.191751243,5.519212487,10.236172,5.672254111,8.360662113,3.104187804,2.952460472,8.804863744,3.981595114,7.294673801,8.429364073,6.512280294,2.833570179,7.612684455,8.982447293,5.354468831,3.804815011,6.920457419,3.678865673,2.803619828,2.974858573,10.69716942,4.305388214,3.914215774,2.71605947,2.852109691,3.071527019,8.167216739,6.828217745,8.027020054,2.932106852,2.913353381,7.31764069,5.089190361,3.269256759,6.007161291,8.946572225,11.82792,6.602512116,7.406332867,9.712027786,4.236978288,4.591092539,4.359354897,7.37681955,8.744504659,6.054866047,3.662422141,3.401300885,7.009984138,2.85226334,3.7067102,6.271009006,3.49664311,3.171994726,2.745416988,5.880935505,8.054480782,6.16407481,2.825953026,7.842570952,3.079985784,7.690874331,6.97796676,8.18426759
COSMIC_910930,3.19736801,2.861328099,9.780660486,4.671063905,4.339147222,3.520534955,9.687906683,8.036731181,6.045886057,5.07846225,3.644819285,7.161260555,4.019521001,6.162889247,4.435865642,4.15239113,8.524755992,3.90339461,4.145263418,4.85575639,6.259024788,7.871413637,2.883078384,3.021255499,2.75521624,9.633797184,4.204972376,4.317976495,3.108888604,8.949006592,6.761496437,3.331205468,4.30024676,3.300848577,3.561027967,3.262965404,6.909090269,7.457954897,6.020676729,8.700301442,7.239778591,4.596003345,8.037709956,3.77858674,6.589962337,3.558608123,6.661323971,3.277032242,7.797148272,8.575544452,5.071454651,3.874749787,8.361354383,3.810381645,2.951848432,3.069426018,11.14335738,2.887093115,3.272666034,2.839983547,2.961104772,2.888833259,6.139337565,6.086474359,7.232729633,3.244226287,3.225997625,7.670027994,4.45537453,3.258991365,6.027465223,7.113948794,11.33368178,6.175433914,4.794617259,9.47948086,3.042091484,2.823037095,3.980510374,6.012128006,6.886754582,5.93056311,3.574641819,3.490804255,7.000059378,5.327430706,4.368504647,5.369656646,4.196811096,3.329527634,2.987936468,5.468972552,10.58799737,3.016827118,2.975688829,6.912754978,3.306167648,6.336079093,6.925463508,7.855238013
COSMIC_910932,6.650134212,2.794157078,9.477253225,4.177987002,3.096612403,3.428791679,3.043685108,8.394916554,5.570943999,4.995609441,4.26822677,7.26500591,3.869506492,3.728120281,4.412940359,3.145127303,8.188397416,3.959469565,3.838171858,5.904033283,6.403899764,8.835351582,3.089414566,2.987596956,2.636507745,10.73791493,3.932266602,5.105126029,2.931188552,10.14106878,4.647981278,2.989744295,4.715926644,4.069652964,3.824281389,3.13518725,5.369725879,6.959248151,6.011022326,8.615300438,3.516371365,3.380136216,8.367681774,3.858038223,7.876186824,4.617724582,6.207560933,3.028653614,7.334435401,7.517112476,5.623295682,4.566236991,8.139905465,3.877302271,3.052626313,3.1262747,10.94008332,3.402289492,3.289423343,2.910529482,4.156776802,3.248748559,8.372476489,7.005822969,7.260209831,3.245764997,3.134722698,6.831412391,5.154371331,3.249395289,5.295963193,8.969019602,11.90179982,3.088885124,3.31727952,9.471093962,3.206262837,2.935772094,4.64829497,6.49438232,3.652949801,5.753475392,3.29066529,5.901945775,7.506347317,4.385761217,3.645576826,5.052123292,3.672509752,3.292238623,2.764171775,5.287851408,7.271869131,4.567376237,4.156095306,8.648611856,8.463634706,7.198966078,6.710587509,8.869215808
COSMIC_910933,6.671554459,2.909680088,9.318718306,3.9081408,3.60966135,3.280748469,3.976596056,7.86368069,4.684308297,5.019864682,3.438206344,6.502932283,4.970081047,3.452397208,3.964895767,2.955766883,7.551955236,3.841367066,3.974245899,6.835622408,5.51951244,9.102661781,3.280335412,2.931762787,2.806696722,6.66289102,4.913489622,4.80249527,3.078756297,9.769345635,3.94769228,2.96658445,3.608830631,3.547768396,3.710593184,3.138702422,5.552200269,10.16063712,5.533185329,8.250708721,3.457939712,3.166858896,8.100044537,3.697757678,7.475170359,4.728349673,6.460842657,4.941170267,7.801028696,9.296431333,5.545726576,4.396431619,8.55311238,3.736175387,3.001592065,3.28278401,11.27258569,2.988898475,3.087685018,2.947038042,3.032512261,3.153681678,6.132870819,5.737507874,8.436535411,3.333885728,3.107906688,7.651506534,5.209220062,3.138569884,6.555142832,7.335773732,12.36826688,5.412634306,3.04755102,9.582483482,3.231259905,3.003716532,4.688220933,7.041352353,5.284928398,6.060489582,3.526078093,3.653247436,8.033754342,3.324417835,4.160973525,5.482657435,3.54402752,3.317022379,3.058497087,5.206903195,8.530674343,3.579636434,3.179762941,5.927548256,3.175412815,6.701696635,7.708507103,7.834367937
COSMIC_910934,3.402984156,3.231158777,10.43586321,4.539445589,3.200021643,7.609668285,3.597551325,9.751961623,4.876343232,5.250980382,3.31368492,7.09211519,4.582412017,5.733337162,4.107528219,3.266378023,9.453224823,5.018539021,3.793563077,5.97697289,7.748337285,5.570108593,3.016906107,3.050885014,2.962693502,5.476882478,4.013854817,4.826971041,3.368190949,11.03117705,5.158094938,2.976119668,3.835872891,3.494398762,4.006072476,4.457058122,7.36403575,5.750531706,5.919403519,9.419424323,3.531405132,3.285348949,8.907549977,3.219593166,7.880470009,6.384051624,7.045618527,11.17362617,7.880808041,8.43087632,6.723159528,5.198322323,8.040854222,4.239806209,3.15278206,3.32361082,11.20409217,3.004228355,3.196148017,3.88161282,3.075671289,7.557087138,7.296051234,7.23781199,7.251636615,3.308113861,3.61034179,7.792866309,4.624204049,3.188147671,6.249333197,6.221636301,11.69600571,5.852320959,3.158653818,10.05490055,3.169689211,3.503305805,4.136970012,7.517076053,8.173508968,6.027502726,5.030551386,3.266684761,4.146867308,5.198085719,3.964278957,5.436424153,3.888853693,3.435212241,2.91332499,6.603912967,7.847243337,5.170087917,3.266642421,7.790269323,2.973487906,6.700494002,8.113271752,9.235435268
COSMIC_910935,4.752610411,2.784978932,9.979870312,4.000111242,3.910061151,3.25411109,3.623376076,7.997923122,5.58890691,4.672392114,3.570976515,7.190240726,4.761864381,5.264507271,4.27175866,4.745630648,7.359315697,3.86552234,3.28972253,6.251051596,7.688292052,5.817622937,3.198418551,2.976897878,3.549013143,6.302235073,4.246258695,4.884518929,6.134930707,10.10317875,4.98720618,3.077066953,6.999861753,3.618534996,3.375541408,3.54842177,6.082839209,3.527998899,5.982794609,8.495642952,3.427580409,4.150021196,8.880289051,3.351778601,7.867691308,3.098112748,7.909116498,5.334772982,8.241957475,9.896875019,5.89659376,4.144715818,7.490112239,3.773052731,3.348896136,3.256358851,11.61529982,2.895701563,3.335693197,3.589967285,3.008825873,4.105559487,6.822401669,6.781434102,7.988620615,3.18785301,3.217864296,8.326846094,4.988876708,3.57777388,6.868369171,6.192430871,12.30004135,5.052826329,3.030932693,10.17417536,3.407350202,3.514275046,4.751130792,6.969017226,5.600038126,7.577351647,3.331805991,3.733425702,4.278821529,5.196755508,3.791843741,5.022838915,4.087595021,3.49575816,2.775627759,4.888337805,8.999994297,3.615672503,3.226235503,6.981635546,2.972662386,6.288674228,8.266515897,9.05919124
COSMIC_910936,7.631757219,2.743723612,10.44779096,4.207603663,3.136817398,3.191718084,3.250204103,6.730108473,6.114893911,5.593230635,4.196877404,7.927605442,3.520719335,3.35802451,5.284620287,2.91255644,7.92786039,3.556230066,3.485996728,7.68339449,5.778575561,7.898873115,4.48557819,2.843299342,2.71220172,5.091009411,4.746114604,5.584605528,3.312809486,9.317852111,5.123293858,3.565784066,3.123477817,3.40745336,3.851947275,2.970069426,5.31410111,5.327218203,5.053864118,7.948511488,3.477844329,2.936686918,8.73607232,3.316763359,7.135740971,2.988832363,5.855169013,3.034524538,7.136301981,9.2989181,5.668386102,4.758870768,7.953072638,3.988274775,2.791308309,2.959218886,10.83385101,2.806012175,3.192452029,2.832517379,2.867159948,3.111863582,6.360638927,6.097069874,7.46909643,2.754331415,3.168160035,7.545622966,4.846750979,3.393759969,6.381815578,8.881128123,11.47557761,3.537428935,3.534094898,9.312112652,2.922310902,3.129523618,3.686278833,7.030282168,3.440899875,6.124013646,3.585444072,8.801341261,7.11725008,3.177153832,4.033307976,6.697129666,3.447940432,3.20676641,2.71475761,4.741904348,9.353213712,6.560886845,2.971185281,7.513449861,2.856790197,6.71396598,7.44862722,8.930162018
COSMIC_910937,6.417657188,2.853311859,9.858302576,3.545688608,3.41301458,3.123876163,3.124399862,6.70451908,6.379250335,5.537984487,3.595976163,7.494063491,4.425459403,5.307827734,3.794734669,2.844146373,8.618295324,4.13000904,3.198224711,6.888894082,4.611863941,7.867459593,3.519117463,3.521796318,2.980640391,5.382157364,3.909185058,4.877420666,6.987970799,8.347282812,3.452017032,3.010847119,7.864953002,3.754855651,4.043772119,3.015576316,4.396749576,3.058168092,5.920321866,7.410303676,4.523643391,6.871333519,9.604546249,4.334370693,7.452529375,6.485923703,6.83633863,2.948152113,8.420952996,10.85776276,5.038227214,4.949159131,8.975969503,6.669037241,3.018196184,3.204226331,11.39865156,4.150267703,3.657060858,2.974603144,3.058741951,9.579830549,7.0473799,7.785792235,7.610888429,3.172863323,3.668217725,7.120846839,5.310920284,3.327896649,6.903888329,7.84946354,11.89531176,6.869922212,4.023949361,9.565045813,2.964151938,7.615847768,4.680857036,7.46033454,3.455825671,5.167615732,4.3074952,3.286167482,3.085672656,4.327894907,3.617083262,5.343332538,4.113151457,5.746807493,3.062856515,6.529031122,10.00800214,2.745482473,3.012085331,7.56010138,3.048815291,6.210056153,8.478128712,8.920173732
