,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
COSMIC_1290810,6.104394714,2.7821698,10.46600628,3.694566806,3.26579096,3.058634204,6.199692564,8.506928533,6.580966422,4.735912173,3.776602358,7.070947742,4.067608883,4.534771404,4.035236644,2.893052577,8.666630409,3.658357334,3.172799327,7.159946043,5.307423089,9.292274406,3.064934985,2.721848661,3.683446776,6.414841134,5.129525384,4.876040303,3.450507323,9.534221502,3.615148551,2.882615721,6.615598872,3.681658184,4.215977962,3.045577336,5.413044821,10.45350195,4.898047914,7.488665365,3.332401146,3.121642793,8.786546652,4.065573942,7.848150242,6.589167242,6.00860587,2.822381758,6.863663478,8.014397179,4.471870649,5.045519384,6.782726377,4.428040537,2.834117675,3.008197589,11.08430968,3.183513916,3.060453437,2.762568233,2.90129501,2.932651867,6.84985162,6.448473474,7.72428781,3.017465344,3.141617647,7.691762683,5.930004738,3.461569061,5.635109047,9.467279211,11.07032713,4.815688951,2.849468751,10.07747296,3.073807846,2.889861599,3.832578117,6.93328487,3.829776621,6.157084311,3.382135927,5.000930844,3.756912125,3.202538045,3.610319264,5.863345955,3.56050406,3.449109861,2.978035195,4.982653585,8.154894895,3.608608647,2.883118017,7.838844999,3.300799944,7.156094203,6.117012725,8.350059287
COSMIC_1290812,5.943046007,2.686874156,10.29975702,3.848112367,3.352834809,3.27868811,3.246738491,8.290843308,5.777028861,5.396636652,3.338085492,6.895895802,3.944198198,3.45647325,4.180664659,3.09208413,9.597452357,3.920768254,4.265746116,7.488690166,4.765140648,8.737764335,3.004842494,2.741541455,2.598925019,6.981094464,4.749968578,4.842965594,3.138068997,9.447452722,3.512257974,3.370858483,3.32298611,3.353494099,4.139827785,2.86178602,6.548293902,4.264593642,5.464253412,7.640118174,3.438097112,3.213856847,8.616218337,3.759007555,7.368613316,5.759126975,6.145469011,2.77218814,7.232198659,7.886310493,4.69337682,5.418200142,8.888192627,3.778029138,2.795485686,3.008628327,9.869760399,3.046079573,2.958103641,2.936359354,2.861214615,3.029164997,5.787487744,5.956755852,7.766455721,2.827775812,3.180534204,7.798629655,5.308236642,3.388277126,6.051140055,4.172690174,11.58273093,5.511663115,4.162965862,9.750990238,3.018651577,2.844781669,4.028506814,7.067972325,3.182672559,5.281395084,3.511212772,4.291483792,8.45949764,2.936598886,3.946905566,5.979199235,3.441746813,3.294254292,2.79429976,5.451922746,8.710671621,3.488983065,2.968392333,8.146055841,7.228218029,7.057863969,5.922472753,8.462379652
COSMIC_1290813,5.912667087,2.848292089,9.982646047,4.064756735,3.364781596,3.347503783,4.100254771,7.479179741,5.122552777,5.138446168,3.194240556,5.831967835,3.977457807,4.19850364,4.065083545,2.957469591,9.42105327,3.944884065,3.736536137,7.679904857,8.780770743,8.875118616,3.096389539,2.815259123,2.801238721,5.554215684,4.878998644,5.297235194,3.19682872,8.784653566,3.589985824,4.76822449,6.585250538,3.770942949,3.768072393,3.180690024,6.579199785,3.735859656,5.401291978,7.402317809,3.32331244,8.329046782,7.614526566,4.750104198,7.298175628,4.780196469,5.977564177,7.314642984,7.373746626,7.551638349,4.843156839,4.415250806,8.20771813,4.306775568,2.790929966,2.902605856,10.85082796,5.177336734,3.23437183,2.681090865,2.889125711,2.813733794,6.524424195,5.886547211,8.47543617,3.036670129,3.206989754,7.464382466,5.035687599,3.24361531,6.031420369,7.981952113,11.46041096,6.614608339,2.744123259,9.398332064,3.19431237,2.922090167,3.753046904,6.660265211,3.100999011,5.80574633,3.480733281,6.310694645,6.193278125,3.116459242,3.566459453,6.102556691,3.317709424,3.294336247,2.853254399,5.019976527,7.183754117,3.348824089,2.826194616,7.983506697,9.135345898,7.416210977,7.10530374,7.96154266
COSMIC_1290814,6.018134548,2.882070259,9.825012799,3.49456545,3.124674553,3.253818445,7.690356478,7.729685622,4.710046955,4.849089211,4.255465647,8.691918401,3.900529319,4.903478557,3.632948494,2.943354945,8.265550333,3.883978953,3.280204799,8.344037262,5.982168512,10.29039888,3.016842562,2.923727799,2.752550084,5.306121183,4.770009055,5.472277571,3.210568755,9.906438823,3.352679325,3.039275492,4.668509919,3.617207867,4.259094847,3.039012574,6.485812403,10.59401435,5.00368098,7.883564713,3.363588415,3.235800966,8.534381602,4.418514777,7.299977643,4.031755235,5.956737621,3.006257917,6.713513434,8.035471841,5.118595255,4.312449015,8.922908447,4.043770631,3.079603393,2.880266935,10.6456739,2.988080988,3.001974648,2.932028308,2.818814336,2.966670877,6.717004643,6.185238555,7.770695037,3.135235523,3.187068055,7.525192295,5.352053909,3.320742666,5.796565406,7.515079839,11.31637222,5.887432614,2.917563345,9.603695038,3.101089863,2.915192334,3.611678248,7.2065921,3.153719621,5.585655523,3.598274641,5.87875932,8.010882601,3.260106885,3.636866116,5.643691304,3.267563406,3.260721082,2.886095891,5.573865693,7.958928689,4.420489483,2.839417643,7.517451615,2.833691051,6.683674138,7.276817923,7.357313037
COSMIC_1290905,7.241512103,2.772921412,9.721450213,6.734926525,3.955193739,3.221216642,3.291105648,6.747215799,6.096784006,5.673999528,3.973784541,8.283922923,4.629593836,3.627177679,4.856005209,3.046067097,8.67074478,4.02716993,3.677112538,7.383668242,5.879755861,9.235317729,2.929620517,2.975910039,2.825998531,5.376063386,4.17604288,5.043260755,2.991252749,9.30336455,5.576892391,3.208210134,7.379533019,4.421907381,3.980594174,2.99860758,5.505962915,5.364831785,5.811491135,8.165244831,3.501907495,8.38814846,9.715065321,3.205514575,6.617187575,5.860272798,6.229973882,2.875924888,10.85040134,8.767530761,5.488894465,4.385980759,7.410345781,4.06684848,2.875785876,3.119064113,11.49183453,3.758878164,3.26747202,3.254244112,2.925519959,3.962463539,6.749939146,6.509745298,7.568373975,3.302979016,3.150417597,7.507276036,4.383454016,4.284442651,6.649924542,6.863078368,12.09324937,5.302776632,2.951617366,10.4734217,2.965086823,3.355669088,4.524153594,7.794012775,6.114817717,6.05132078,3.611769697,3.601319497,4.849482549,6.979373902,3.796135746,5.715012458,3.830408771,3.317043524,2.943209212,5.378290484,8.900893281,5.769166875,3.795029193,7.019719488,2.842741059,6.876063716,6.5455552,8.486527799
COSMIC_1290906,7.386263141,2.712492853,10.79213899,5.766886781,4.224824048,3.272464974,3.30035272,7.069704115,6.405210871,5.495959757,3.458079957,6.952179992,3.56118459,3.651466883,4.967226606,3.326146695,8.629789842,4.071899053,3.295188784,7.872059489,6.38552855,5.514272471,3.154815587,2.977540624,2.763115848,5.38507866,5.042936449,4.7450435,3.121773148,9.197897417,3.650709818,3.007654215,8.928529137,4.749941571,3.376573778,2.893347518,5.610559565,3.70561654,6.39103349,7.461108654,3.527019827,4.549092124,10.06291961,3.374194381,9.357900086,4.692830455,6.422780399,2.898100854,7.742752276,8.204865838,4.646115809,5.496940448,6.567754913,4.310317124,2.983926457,3.247140228,11.13900789,4.066007545,3.193760597,3.333409778,3.040278906,2.872601531,7.7454925,6.86407278,6.524404601,3.176733539,3.07386713,6.542190297,4.511653078,4.503916516,5.916681695,6.953258988,11.88310135,7.10263451,2.970058,11.13922464,3.0491762,3.877259719,4.455233718,7.303860934,3.634625891,5.623237162,3.506649657,4.62628743,3.106226079,2.752135458,3.766645545,5.272935514,3.823871721,3.511757021,2.782399702,5.709553684,9.326821077,4.480916176,3.688311492,8.268916233,3.326755811,5.972775849,7.901702082,7.485190345
COSMIC_1290908,7.678477673,2.77783076,9.775843901,4.525755226,4.436051889,2.917592098,7.820778804,8.119958628,5.663954109,5.670495596,3.378834832,7.563183636,3.977107649,5.144677332,3.776043431,3.292988986,8.025882402,3.512238193,3.500487217,6.308494377,6.738948747,8.53439619,4.760027042,2.870360275,2.795346909,4.372153071,4.764523958,4.795254624,2.993692857,9.6512826,3.723456384,3.037410276,6.795273374,3.885540678,3.561258549,3.306959788,7.679447856,7.519962316,5.844369383,8.034410168,3.43354286,3.132010187,8.619064916,3.334836602,7.154723709,4.099225961,6.796217771,3.111437108,7.532958304,8.670540732,4.609692774,3.992553723,7.51183019,3.834523116,3.055194473,3.098183562,11.56770737,3.250058531,3.02066356,2.955582283,2.887382241,3.00836135,6.525868251,6.562301602,7.960669801,3.123529786,3.121876487,6.519056469,4.991954237,3.625366782,6.554685053,8.102125322,12.08970923,6.288825699,2.965699606,9.494066534,3.047144438,3.672814113,4.414477856,6.646007995,5.349225871,6.280115611,4.244588454,3.82846837,3.634642202,3.189281999,3.66929955,5.143064261,3.508912624,3.189213836,2.825360378,5.36805775,9.120261937,4.314030944,3.104292073,6.543924234,3.043558347,7.605738309,7.012514201,7.708085951
COSMIC_1290922,8.593624814,2.765421146,9.91057468,4.23240747,3.414225869,3.028963799,5.336677831,7.408561073,5.88245225,5.501331459,3.545947109,6.670502328,3.836619775,6.463255912,4.354432755,3.414225869,9.055931597,3.888002088,4.15807959,6.213812193,6.054080519,8.267948817,3.839566758,3.444650692,2.846653648,5.582318617,4.641847676,4.63275369,2.85949632,9.194531657,3.241973635,3.074944589,8.391755638,3.871764144,4.041166576,3.614129842,5.455611645,5.868503407,5.58603017,8.802365644,3.25724629,3.567063338,9.01991458,3.263973014,7.210583475,4.551608547,5.935445282,3.272116814,7.751622621,9.701948177,5.113443105,4.33216043,7.902822703,4.572500577,2.881745113,3.124341765,10.34912769,4.169864213,3.329597254,2.686183298,2.958272197,3.339318256,6.284687007,6.026594205,7.643030312,3.410630939,3.33239739,6.586712998,5.433922474,3.758214001,6.507499427,9.035956587,11.07837769,5.122294361,3.479793194,9.439913725,2.939065036,6.587522145,4.125146262,7.055538672,3.539517679,5.28203616,3.505524696,3.633706137,4.402930882,3.702510164,3.488385916,5.56081345,4.514628619,3.427367322,3.048127792,5.610509546,8.755435167,3.076144662,2.9935913,7.508556994,3.064108284,7.514087168,6.862599243,8.745220099
COSMIC_1295740,3.455584444,2.79415776,9.860765674,4.465537219,4.894032788,3.513564421,5.423620115,3.822961033,4.164870416,6.274131708,3.170592206,6.78603783,4.496019481,4.934961033,4.085128707,11.01038022,7.866684372,4.051252901,3.608109163,6.918293846,6.723005929,9.884144558,2.926247188,3.002368578,3.393981581,8.616232661,4.528275136,4.981830646,3.589409491,9.023708124,3.198601733,3.254520238,3.493229118,3.423199278,3.420795308,4.164846707,4.997295263,3.491214073,5.091529096,9.118065087,3.645315251,2.97263336,8.843882189,3.449263273,7.208281975,7.060631044,7.171028377,7.587405295,7.358832789,9.931700506,6.427120961,4.091656353,7.924232441,3.741647897,3.06088304,3.302194258,11.11800775,2.869038613,3.186490846,3.090954786,3.272057707,2.95107541,3.552999949,3.717887512,7.683422747,3.291968115,3.14072104,6.355753991,4.981133226,3.255919216,6.643767247,6.961494505,11.93152692,7.058156073,2.852106785,10.15332611,3.177176453,3.167256762,4.430974087,7.606082391,4.257424979,6.109427183,4.004274316,3.291958384,3.312286403,3.156037654,4.311462977,5.800028895,3.840135322,3.589071486,3.220884452,5.160726222,8.973549666,3.532280389,3.550486758,6.776914006,3.010969749,6.600787989,8.090444044,9.71916692
COSMIC_1295741,3.303111046,3.169779405,10.3449448,6.027394921,3.439445987,4.974175333,3.269596154,7.853676944,5.432637584,5.932223591,3.683839195,7.610047135,4.072508087,6.006727175,3.908251484,3.419927942,8.200598983,4.690421637,3.625645676,5.994073302,5.505592128,4.852699344,2.890762146,2.878744119,2.860174449,8.437128537,4.017249738,5.481732517,2.658609829,10.88896974,3.49388488,3.092243426,6.475305993,3.529457041,4.553220636,4.834702186,8.58917255,3.371432812,6.281247357,9.211088184,3.408219913,3.229540093,8.440973617,4.219791072,7.794380938,3.174110315,6.060898496,8.316299188,6.823123272,7.267207701,6.025892634,3.889773232,7.963142362,4.432668348,3.118300187,3.122228652,10.81422368,3.146421269,3.202989746,3.168383528,3.009519509,3.278702455,5.956347297,6.957908081,7.37205185,3.094356401,3.345274657,7.212456253,5.271697632,3.13412134,6.718916905,8.184433179,11.80466471,6.140072367,2.754758031,9.812559673,3.0910237,2.995681036,4.904350266,7.637078311,4.508725111,6.349594606,3.896098246,3.396340016,8.550897398,4.032120438,3.533408502,6.052739433,3.841939467,3.502576051,2.931884353,5.579430632,9.355877181,3.93372546,2.937747754,6.186082764,2.902541215,7.239798344,7.258670883,9.981282447
COSMIC_1297439,5.362934255,2.555929927,9.634121953,4.100177434,3.501585448,2.913256263,3.134836737,6.969906254,7.7531851,4.238311569,4.406681083,8.389793622,4.053271035,6.824194337,4.389922656,2.784467025,8.196808995,3.778678088,3.296492881,7.384586781,6.765551814,3.761041443,7.180699615,2.691825262,2.876831323,6.097413844,3.97436523,4.642969349,10.0805766,8.425139066,4.535857183,3.037923055,9.102300631,3.357254471,3.349970259,2.982009436,4.545103538,6.878953385,5.190501163,7.61392015,5.220539121,6.644346833,8.955406873,4.230693674,6.544957603,6.44669042,5.924622362,2.708476393,7.219915855,9.31134501,5.134888318,4.084326789,8.333494661,4.388299365,2.985327613,3.058753696,10.44790156,5.079359576,3.251204941,3.398634957,3.044144751,4.499400382,6.756680183,6.787748639,7.424237986,3.235477464,2.901993878,7.200226794,4.564230847,3.669508338,7.726381699,9.48642953,11.85641553,6.130763745,2.794308109,9.578607149,2.810961691,3.64368752,3.852750249,7.183548766,3.666320459,5.072639564,3.933855379,3.528523061,5.023233991,2.874949628,3.467942191,4.909122778,3.721019295,3.215583296,3.055005737,5.202939822,9.95491969,3.155703903,3.222219578,8.207162138,2.843026142,6.735951952,7.787285781,9.229861924
COSMIC_1297446,3.501320315,2.945557942,9.76373024,4.619584567,4.576924605,6.717656175,7.241020298,3.162763193,6.431427256,6.628604709,3.539768442,6.423422132,4.752491353,5.291129878,4.057574581,4.988824679,7.434874515,4.139298301,3.697669455,7.025650145,5.27569456,11.23795331,3.185120892,2.972076321,3.106085067,8.215522026,4.276875577,5.10241909,3.177067927,9.560416112,3.357316535,3.176350183,3.430771587,3.38330117,3.703923537,3.326539256,4.868177712,6.997200283,5.69624855,8.562322166,3.628583373,3.261062528,9.157381821,3.580644055,7.449321215,7.66364513,6.800410864,10.68969642,7.893005281,9.527363585,5.961256373,4.250008806,7.917657397,3.951915308,3.110357941,3.178502881,11.31538561,3.207153517,4.106832527,2.936120077,3.080691866,3.077286943,4.25362688,3.867787983,7.895098816,3.220757115,3.283511767,7.017258997,5.537694812,3.111192989,6.983894346,7.762747514,12.32006933,7.439309275,2.948955127,10.20455784,3.257710462,2.953660891,4.624942459,7.775885754,3.654467573,6.186051528,3.932756616,3.170534001,4.043114309,3.687756591,4.307826059,6.440346719,5.018251881,3.538589085,3.109949255,6.65429767,8.994955356,3.665180583,3.212818776,7.495472046,2.902609856,7.056553497,8.161094864,9.410388359
COSMIC_1297447,4.617276712,3.151307,10.04359958,4.180374082,3.401452786,3.073311183,3.110942483,8.336721019,5.718108401,4.363766669,3.501469565,7.576455982,3.955617797,5.142252861,4.016946289,3.113920859,8.161887431,4.363528182,3.326752807,7.289526934,8.103034318,4.613321733,3.423095608,2.698161007,2.958217724,4.80226459,4.235789577,4.935967422,4.001134158,8.834561323,3.475733471,3.298761716,3.632961915,3.30972188,3.830003154,3.77405073,7.484774507,4.835723861,6.23821752,8.344701099,3.341012943,3.168095361,8.512037713,3.209646484,7.326698245,3.469187095,5.651154894,10.00518,6.750687376,8.32150415,5.42013711,4.03338636,7.164059111,4.986903271,3.110977614,3.07639804,11.70599662,3.115890042,3.394674748,2.937444403,3.017830563,5.96424962,7.434429432,6.891186478,8.116160117,3.179590787,3.07212412,7.001894353,4.775813625,3.63232422,7.174550218,8.122567959,11.91078877,5.348734227,3.054423663,10.93961525,3.153950454,2.758597804,4.666970487,6.563313128,6.129250201,5.462155869,3.633836635,3.368138347,6.071678132,2.872891477,4.308832904,5.517338432,3.713149684,3.406327885,2.826285978,5.901432987,9.243277926,3.203402596,3.078335359,6.651864436,2.61916323,6.871389249,6.875007041,8.487123831
COSMIC_1297449,3.936289679,2.986219709,10.71296035,4.074918663,4.211964573,6.42058021,3.225828348,4.703613136,5.809662689,5.352591369,3.413800711,6.431979012,4.474176254,5.847929708,3.899225836,3.099011067,7.788046314,3.660252357,3.507392235,6.621036508,7.902491124,4.670497892,3.047144358,2.926211534,3.021075619,6.532247649,4.428076348,6.88268225,3.393671359,9.329993125,3.524709255,3.391697353,4.00608776,3.252737266,3.607307048,3.165681028,6.158988798,3.464745301,6.746739657,8.953750904,3.584068893,3.16925873,8.491345972,3.86720023,7.384207797,3.72829791,7.122414545,7.480331596,7.695682806,8.544716715,6.39439755,4.06970121,9.004042694,4.201531233,3.248336683,3.365181021,11.23842536,3.074271371,3.27334313,3.044725167,3.051747719,3.217611608,7.056056007,6.368143347,8.469575705,3.132410256,3.132769964,7.575423658,5.038083754,3.090198127,6.653448348,9.201388327,12.36168135,7.555035436,2.906858701,9.943396056,3.07342083,3.070534343,4.015890829,7.528745206,4.029859535,5.918566232,3.649222438,3.516708823,4.071578641,3.1704675,5.024466755,5.224961497,4.387241647,3.24702351,3.170379328,6.458890856,9.267042915,3.614343253,3.137404748,6.400099419,2.93901235,7.243246729,8.360416189,10.39355284
COSMIC_1298134,7.761062875,2.701611963,9.727289005,4.120543423,3.61779178,3.326961508,8.3469996,8.800954177,6.089751937,4.603387652,3.44621615,6.85846133,4.359519224,3.405022867,5.988997093,2.812704828,8.165291597,3.498671115,3.439059856,7.348497924,6.622571407,9.18521092,3.074070846,2.753306343,2.763506161,5.475929925,4.023691712,4.886302776,3.366143631,9.645422508,8.745858463,3.33398577,4.197220412,3.735184468,3.690740455,2.940164126,5.381807035,11.08733166,5.919586285,8.461005502,3.456583704,8.627799481,8.567016145,3.403269133,7.499591114,5.274644359,6.904666593,2.925872775,8.147182372,8.69194268,5.526194935,5.513136262,8.070888788,3.87339622,2.874252069,3.018955492,11.37773046,8.000478863,3.281793795,2.947456404,2.916220806,2.789055304,7.720320089,6.58218454,7.884121552,2.964594501,3.130619521,8.068224444,5.441225679,3.045007475,5.276115595,5.899676097,11.97668096,5.419133515,5.247992138,9.822998122,3.892774342,3.192097084,3.904391558,6.528270939,3.365135177,6.064044999,3.361928569,4.559024935,7.21478478,2.995929553,3.669358699,5.681150949,3.556466328,3.325048053,2.921248002,5.204050445,9.680421613,3.463587345,2.951027313,8.003117368,3.190030192,6.311150721,6.841082427,8.466902695
COSMIC_1298136,9.003786876,2.904837694,9.775057208,4.647857956,3.224818883,3.454852182,5.464207073,7.856620923,6.232047231,4.978760188,3.514108163,6.743013474,3.239778393,5.695306789,3.976750038,3.090513843,8.651596897,3.371635743,3.317695928,6.091668917,5.696703298,7.039227385,9.135673825,2.911248834,2.659089943,5.911428486,4.756261716,4.887634971,3.213290394,10.0933598,3.805934465,2.954944949,8.03996095,3.469864962,3.881127275,3.079283322,6.520211694,9.523493293,5.029581025,9.169853502,3.356413223,3.150136536,8.831499916,3.524854812,6.726460647,4.498921651,6.147563391,3.09798663,7.927076954,9.132716447,5.499612576,4.266240583,6.524869355,3.903905849,2.905412324,3.030564279,10.23840847,4.031746528,3.239349173,3.216815918,3.010387528,3.282217983,6.66219887,6.24785498,7.111933189,3.045216779,3.148336272,6.754050664,4.488773749,5.156530116,5.756020263,9.684191785,11.62604424,4.802995764,6.335124847,9.464516192,3.014553563,5.702221377,3.894142956,6.826919025,3.632429847,5.480316603,3.282529677,3.672338424,3.076208778,3.260994037,3.73874688,5.758985466,3.526579592,3.331357341,2.846590121,4.14316313,9.074757641,3.321782089,3.03984488,7.999694442,3.858842738,7.132549651,7.255429888,7.77903153
COSMIC_1298141,7.144031764,2.619339427,10.66625847,4.408951272,4.223302439,3.162666244,4.099966796,7.253838799,6.067103969,5.388371431,3.267966902,5.402354045,4.678260749,3.428950844,5.399018698,3.12230897,8.172255594,4.030228767,3.283898636,7.128995028,6.280535995,9.912981392,6.330991129,3.095169169,2.761329988,6.293392333,4.581706486,4.636539515,3.342185461,8.596574733,3.472846012,3.764898473,4.494622232,3.546286348,4.016783495,3.172435251,6.976179106,8.244766305,5.51090574,7.871128302,3.431166953,3.250274276,7.932911531,3.307798615,7.07216966,4.599512825,6.79761331,2.983372557,7.00933747,9.456148927,4.766728467,4.472156562,8.090950078,4.271087937,2.905284773,3.280321776,11.53879882,3.402236587,3.167694922,2.788824723,3.001693757,3.10998549,6.228152926,5.785324339,8.590773309,3.148808337,3.144019819,8.487908812,4.511464306,3.495147215,5.761046532,6.76859324,12.54183612,6.067312245,6.23396603,8.729712161,3.622177081,2.885317541,3.96788674,8.003700207,3.424918902,6.14052502,3.347168283,5.403901643,7.129324493,2.80683289,3.94343572,5.367788606,3.696011117,3.506715404,2.760595563,5.021662613,8.49037287,5.233367768,2.815966813,6.241407003,3.07325489,7.636855339,7.808820904,8.046092248
COSMIC_1298146,8.876100008,2.847176307,10.73379146,4.458421929,3.675597604,3.362308508,7.923174926,9.198196894,9.780263507,4.741409625,3.796597618,5.928297694,4.318784558,3.831282407,4.062953893,3.166738163,7.766858214,3.787295744,3.371797314,5.965171635,5.837345885,8.914634289,3.044026742,2.847456146,3.493742555,5.198571235,5.093501882,4.644689098,9.443419755,8.315686841,5.261487295,3.252659372,3.071492852,3.635202889,4.232638225,3.208341617,6.353350413,10.48804428,5.943457279,8.262321464,3.523010525,6.961257648,8.742487965,3.339738107,7.676277932,3.68043724,6.56161016,3.065761307,7.334571848,8.73175357,5.487438636,4.260720586,7.664093923,4.271262369,3.179576212,3.177165505,11.08942074,4.976193497,3.346369611,2.812416922,3.021614892,3.184989411,9.244224987,6.807635659,7.382449655,3.087779683,3.175054836,6.548140526,5.310922094,3.327397219,5.666012425,7.009072927,12.27261251,3.382714792,2.974244218,9.847645839,3.015403234,6.109872707,4.231279359,7.398267328,4.892952141,5.805394239,3.589434349,3.378365078,4.477870632,3.088889641,3.374307449,5.70280257,3.786081819,3.282194074,6.72118849,6.971563392,3.732425759,7.419783006,4.170608106,7.35121572,2.917902233,7.26427608,7.884347883,7.543683564
COSMIC_1298151,8.185800041,2.747085523,10.17589755,4.037291963,3.393749702,3.19443004,3.03601593,8.082706661,6.18677995,6.33884566,3.365602375,4.019148778,3.749265764,4.266693761,4.554853966,3.287024053,8.407419254,3.525599929,3.333089304,6.694765821,4.877924705,3.296961142,4.536640934,2.893366783,2.759546851,4.398204528,4.02898969,5.062300582,3.037387296,8.428829383,4.839332749,2.98230809,3.897289359,3.768020297,3.955030865,2.870172492,5.238878333,5.299327586,5.984808167,7.24967896,3.706701241,8.358006048,8.96914344,3.053625645,6.18425103,5.694916531,5.314505168,2.891197927,7.553622448,8.693428655,4.945754436,4.042152635,6.897918987,3.734463801,2.967202116,2.992910011,10.48764404,4.109483043,3.150577833,3.029038429,2.907472409,3.008383301,8.23551381,6.008909425,7.438231536,3.119419188,3.24717811,6.401664621,4.854839737,4.531202392,6.618979804,7.444858145,12.0198297,3.473098789,3.164683138,9.578615148,3.477965055,5.212687958,4.602874127,7.623597224,7.616889321,5.769690269,3.43260811,3.276570238,5.122882134,2.959092625,3.371419418,6.319962067,3.545742831,3.413755321,2.91333546,5.453053235,9.549153009,3.306929486,2.846828533,8.096337435,4.238323476,6.671642416,6.75861831,8.66770046
COSMIC_1298157,8.441628453,2.639276254,11.46374178,4.425849475,4.384731997,3.229511454,3.571203545,8.1930002,5.671600449,4.943995537,3.770407911,7.360237811,4.358330537,3.726872066,4.842286299,3.126138261,8.280024165,3.32948186,4.020878562,7.234463897,5.7599329,8.012117439,3.212582086,2.889997996,2.939661728,4.674459303,4.8073156,4.982202378,2.999065998,9.680310894,3.44307127,3.249698502,3.419883693,3.646098529,3.949114702,3.013525216,4.955623644,8.552383555,6.264425786,8.211825381,3.695198193,3.181689823,8.270937126,3.253045252,8.051455205,4.446050736,6.281004503,2.91854397,7.797726088,8.637084597,6.284593194,4.589111976,7.907790878,4.064455429,2.829102432,2.976636941,11.14666591,3.075611276,3.185993662,2.719068797,3.06686024,2.906655432,5.378102423,5.967731873,7.647722714,3.033495066,2.901997704,7.351776264,4.449013428,4.062455733,6.171719553,8.22805987,12.11935513,5.707023145,3.575678934,9.577326877,3.483143883,2.818651536,3.92858266,7.944524823,3.337370325,5.770051752,3.265820694,4.414120786,4.078046792,3.219142129,3.587142947,5.434222396,3.698280578,3.312877249,2.939823437,4.838436155,8.649436245,3.465954639,2.905892427,6.827840437,3.092238169,7.368547478,6.574663612,8.435551239
COSMIC_1298168,6.552491446,2.649395542,9.911979303,4.039789534,3.057360672,3.276662333,9.161218482,8.426564805,4.872976996,5.502850529,3.923764433,7.678903626,3.777265223,4.655126991,4.511194227,3.089115081,8.747461554,3.857650495,3.307042408,7.153254204,5.394327943,9.154037051,3.532589863,2.695024797,2.948902814,5.158075535,4.29541843,5.384302911,2.830466691,8.962509015,4.013097991,3.190870852,3.364844765,3.378206192,4.376486808,3.244249963,8.177233648,8.657181857,5.134209145,7.678877417,3.24213816,3.190985746,8.897527281,3.297564678,7.22658177,4.303619382,5.522362776,2.930077131,6.324052047,7.998509073,5.27235065,5.357699365,7.804186877,3.62684464,2.969221357,2.968432145,10.07219171,2.876699076,3.171724032,2.843462579,2.940758125,2.837502532,7.166749578,5.667658504,7.782031609,3.138518596,3.04609028,6.633562541,4.951504592,3.371271154,5.459716753,9.312445238,10.6077562,6.14368464,3.176328519,9.083676972,3.186281537,2.877852408,3.906205662,6.268038689,6.30922588,5.116646563,3.570559132,4.755202275,8.360243795,3.591058616,3.490650027,5.226063723,3.561784172,3.417540018,2.794012786,4.771699306,7.868699391,3.746667821,2.996781876,7.092717294,2.977943616,7.426859806,6.843432203,7.780046282
COSMIC_1298169,5.415129773,2.770695534,9.885819093,3.902864533,3.784702356,3.211505394,4.986429427,8.914913467,7.125945352,5.341347384,3.142090031,4.111147102,4.334852212,3.682834632,3.890806114,3.038989169,9.303531255,3.857249344,3.334761347,6.971565973,6.98033779,10.05510778,2.963163366,2.826763264,2.933433604,4.572365053,4.881347993,5.068548389,3.257902664,10.5942511,4.3657736,3.040672968,3.148051014,3.43245668,4.101582307,3.303745102,6.658931658,10.33493416,5.256122077,7.520382167,3.312679323,3.363812624,9.606235132,3.11145442,7.561005963,6.516910322,6.469727805,3.108252404,7.408816096,8.720288631,4.606195298,5.093087792,7.684808232,4.055742301,2.958845453,3.114028498,10.55041183,3.099453961,3.093419505,2.965443912,3.000622363,3.305205328,8.224699664,6.038654701,7.663205511,3.110600223,3.07666792,7.528310747,5.190701003,3.026717286,5.312375046,7.442662928,11.80100184,5.76586337,3.847939179,10.26797189,3.115857223,3.145168983,4.829492404,6.737731115,5.187247621,5.662844634,3.491102407,4.075218019,7.250842884,3.056245537,3.84463985,5.691370362,3.529911317,3.393744061,2.684522335,4.997690634,5.526361914,4.550965521,3.087321413,6.973856064,2.867100287,7.10054102,6.030389746,6.640982664
